idx	sing	plur	freq	inVocabs
_	obliges	oblige	_	0
_	obliterates	obliterate	_	0
_	obscures	obscure	_	0
_	observes	observe	_	1
_	obsesses	obsess	_	0
_	obstructs	obstruct	_	0
_	obtains	obtain	_	0
_	obviates	obviate	_	0
_	occasions	occasion	_	1
_	occupies	occupy	_	1
_	occurs	occur	_	1
_	offends	offend	_	0
_	offers	offer	_	1
_	officiates	officiate	_	0
_	offsets	offset	_	0
_	oils	oil	_	1
_	omits	omit	_	0
_	oozes	ooze	_	0
_	opens	open	_	1
_	operates	operate	_	1
_	opposes	oppose	_	1
_	oppresses	oppress	_	0
_	optimizes	optimize	_	0
_	opts	opt	_	0
_	orchestrates	orchestrate	_	0
_	ordains	ordain	_	0
_	orders	order	_	1
_	organizes	organize	_	0
_	orientates	orientate	_	0
_	originates	originate	_	0
_	ousts	oust	_	0
_	out-smarts	out-smart	_	0
_	out-trades	out-trade	_	0
_	outclasses	outclass	_	0
_	outfits	outfit	_	1
_	outflanks	outflank	_	0
_	outflies	outfly	_	0
_	outlasts	outlast	_	0
_	outlaws	outlaw	_	0
_	outlines	outline	_	1
_	outlives	outlive	_	0
_	outnumbers	outnumber	_	0
_	outpaces	outpace	_	0
_	outperforms	outperform	_	0
_	outrages	outrage	_	0
_	outruns	outrun	_	0
_	outsells	outsell	_	0
_	outshines	outshine	_	0
_	outstretches	outstretch	_	0
_	outstrips	outstrip	_	0
_	outweighs	outweigh	_	0
_	overbids	overbid	_	0
_	overcomes	overcome	_	0
_	overcrowds	overcrowd	_	0
_	overdoes	overdo	_	0
_	overeats	overeat	_	0
_	overemphasizes	overemphasize	_	0
_	overestimates	overestimate	_	0
_	overflows	overflow	_	0
_	overhauls	overhaul	_	0
_	overhears	overhear	_	0
_	overheats	overheat	_	0
_	overlaps	overlap	_	0
_	overloads	overload	_	0
_	overlooks	overlook	_	0
_	overpowers	overpower	_	0
_	overpurchases	overpurchase	_	0
_	overreacts	overreact	_	0
_	overrides	override	_	0
_	overrules	overrule	_	0
_	oversees	oversee	_	1
_	overshadows	overshadow	_	0
_	oversleeps	oversleep	_	0
_	overstates	overstate	_	0
_	overtakes	overtake	_	0
_	overthrows	overthrow	_	0
_	overturns	overturn	_	0
_	overwhelms	overwhelm	_	0
_	owes	owe	_	1
_	owns	own	_	1
_	paces	pace	_	0
_	packages	package	_	1
_	packs	pack	_	1
_	paddles	paddle	_	0
_	pads	pad	_	1
_	pages	page	_	1
_	paints	paint	_	1
_	pairs	pair	_	1
_	pales	pale	_	0
_	palms	palm	_	1
_	pampers	pamper	_	0
_	panels	panel	_	1
_	panics	panic	_	0
_	pans	pan	_	0
_	pants	pant	_	0
_	parachutes	parachute	_	0
_	parades	parade	_	0
_	parallels	parallel	_	1
_	paralyzes	paralyze	_	0
_	parcels	parcel	_	1
_	pardons	pardon	_	0
_	pares	pare	_	0
_	parks	park	_	1
_	parleys	parley	_	0
_	parodies	parody	_	0
_	parries	parry	_	0
_	parrots	parrot	_	0
_	partakes	partake	_	0
_	participates	participate	_	1
_	partitions	partition	_	0
_	partners	partner	_	1
_	parts	part	_	1
_	passes	pass	_	1
_	pastes	paste	_	0
_	patches	patch	_	1
_	patents	patent	_	1
_	patrols	patrol	_	1
_	patronizes	patronize	_	0
_	pats	pat	_	0
_	patterns	pattern	_	1
_	pauses	pause	_	1
_	paves	pave	_	0
_	paws	paw	_	1
_	pays	pay	_	1
_	peaks	peak	_	1
_	pecks	peck	_	0
_	pedals	pedal	_	0
_	peddles	peddle	_	0
_	peels	peel	_	0
_	peeps	peep	_	0
_	peers	peer	_	1
_	pegs	peg	_	0
_	pelts	pelt	_	0
_	penalizes	penalize	_	0
_	pencils	pencil	_	0
_	penetrates	penetrate	_	0
_	peppers	pepper	_	1
_	perceives	perceive	_	0
_	perches	perch	_	0
_	perfects	perfect	_	0
_	performs	perform	_	1
_	perfumes	perfume	_	0
_	perishes	perish	_	0
_	permeates	permeate	_	0
_	permits	permit	_	1
_	perpetrates	perpetrate	_	0
_	perpetuates	perpetuate	_	0
_	perplexes	perplex	_	0
_	persecutes	persecute	_	0
_	perseveres	persevere	_	0
_	persists	persist	_	0
_	personalizes	personalize	_	0
_	personifies	personify	_	0
_	persuades	persuade	_	0
_	perturbs	perturb	_	0
_	peruses	peruse	_	0
_	pervades	pervade	_	0
_	pesters	pester	_	0
_	petitions	petition	_	1
_	petrifies	petrify	_	0
_	phases	phase	_	1
_	phones	phone	_	1
_	photocopies	photocopy	_	0
_	photographs	photograph	_	1
_	phrases	phrase	_	1
_	pickles	pickle	_	0
_	picks	pick	_	1
_	pictures	picture	_	1
_	pieces	piece	_	1
_	pierces	pierce	_	0
_	piles	pile	_	1
_	pilots	pilot	_	1
_	pinches	pinch	_	0
_	pines	pine	_	0
_	pings	ping	_	0
_	pinpoints	pinpoint	_	0
_	pins	pin	_	1
_	pioneers	pioneer	_	1
_	pipes	pipe	_	1
_	pitches	pitch	_	1
_	pities	pity	_	0
_	pits	pit	_	1
_	placates	placate	_	0
_	places	place	_	1
_	plagues	plague	_	0
_	plans	plan	_	1
_	plants	plant	_	1
_	plasters	plaster	_	0
_	plays	play	_	1
_	pleads	plead	_	0
_	pleas	plea	_	1
_	pleases	please	_	0
_	pledges	pledge	_	0
_	plies	ply	_	0
_	plods	plod	_	0
_	plots	plot	_	1
_	plows	plow	_	0
_	plucks	pluck	_	0
_	plugs	plug	_	0
_	plummets	plummet	_	0
_	plumps	plump	_	0
_	plunders	plunder	_	0
_	plunges	plunge	_	0
_	poaches	poach	_	0
_	pockets	pocket	_	1
_	points	point	_	1
_	poises	poise	_	0
_	poisons	poison	_	0
_	pokes	poke	_	0
_	polarizes	polarize	_	0
_	polices	police	_	0
_	polishes	polish	_	0
_	pollinates	pollinate	_	0
_	polls	poll	_	1
_	pollutes	pollute	_	0
_	ponders	ponder	_	0
_	pools	pool	_	1
_	pops	pop	_	1
_	popularizes	popularize	_	0
_	populates	populate	_	0
_	portends	portend	_	0
_	portrays	portray	_	1
_	poses	pose	_	1
_	positions	position	_	1
_	possesses	possess	_	1
_	postpones	postpone	_	0
_	posts	post	_	1
_	postulates	postulate	_	0
_	pots	pot	_	1
_	pounces	pounce	_	0
_	pounds	pound	_	1
_	pours	pour	_	0
_	pouts	pout	_	0
_	powders	powder	_	0
_	powers	power	_	1
_	practices	practice	_	1
_	praises	praise	_	1
_	prays	pray	_	0
_	pre-empts	pre-empt	_	0
_	pre-registers	pre-register	_	0
_	pre-tries	pre-try	_	0
_	preaches	preach	_	0
_	precedes	precede	_	0
_	precipitates	precipitate	_	0
_	precludes	preclude	_	0
_	predetermines	predetermine	_	0
_	predicates	predicate	_	0
_	predicts	predict	_	0
_	predisposes	predispose	_	0
_	preens	preen	_	0
_	prefers	prefer	_	1
_	prejudices	prejudice	_	0
_	premieres	premiere	_	0
_	preoccupies	preoccupy	_	0
_	prepares	prepare	_	1
_	prepays	prepay	_	0
_	presages	presage	_	0
_	prescribes	prescribe	_	0
_	presents	present	_	1
_	preserves	preserve	_	1
_	presides	preside	_	0
_	presses	press	_	1
_	pressures	pressure	_	1
_	pressurizes	pressurize	_	0
_	presumes	presume	_	0
_	presupposes	presuppose	_	0
_	pretends	pretend	_	0
_	prevails	prevail	_	0
_	prevents	prevent	_	1
_	previews	preview	_	0
_	prices	price	_	1
_	pricks	prick	_	0
_	prides	pride	_	0
_	pries	pry	_	0
_	primes	prime	_	0
_	primps	primp	_	0
_	prints	print	_	1
_	privatizes	privatize	_	0
_	prizes	prize	_	1
_	probes	probe	_	0
_	proceeds	proceed	_	1
_	processes	process	_	1
_	proclaims	proclaim	_	0
_	procures	procure	_	0
_	prods	prod	_	0
_	produces	produce	_	1
_	professes	profess	_	0
_	profiles	profile	_	1
_	profits	profit	_	1
_	programs	program	_	1
_	progresses	progress	_	1
_	prohibits	prohibit	_	1
_	projects	project	_	1
_	proliferates	proliferate	_	0
_	prolongs	prolong	_	0
_	promises	promise	_	1
_	promotes	promote	_	1
_	prompts	prompt	_	0
_	pronounces	pronounce	_	0
_	proofreads	proofread	_	0
_	propagates	propagate	_	0
_	propels	propel	_	0
_	prophesizes	prophesize	_	0
_	proposes	propose	_	1
_	props	prop	_	1
_	proscribes	proscribe	_	0
_	prosecutes	prosecute	_	0
_	prospers	prosper	_	0
_	protects	protect	_	1
_	protests	protest	_	1
_	protracts	protract	_	0
_	protrudes	protrude	_	0
_	proves	prove	_	1
_	provides	provide	_	1
_	provokes	provoke	_	0
_	prowls	prowl	_	0
_	prunes	prune	_	0
_	publicizes	publicize	_	0
_	publishes	publish	_	1
_	puckers	pucker	_	0
_	puffs	puff	_	0
_	pulls	pull	_	1
_	pummels	pummel	_	0
_	pumps	pump	_	1
_	punches	punch	_	1
_	punctuates	punctuate	_	0
_	punctures	puncture	_	0
_	punishes	punish	_	0
_	purchases	purchase	_	1
_	purges	purge	_	0
_	purifies	purify	_	0
_	purports	purport	_	0
_	purrs	purr	_	0
_	purses	purse	_	0
_	pursues	pursue	_	0
_	pushes	push	_	1
_	puts	put	_	1
_	puzzles	puzzle	_	1
_	quadruples	quadruple	_	0
_	qualifies	qualify	_	0
_	quantifies	quantify	_	0
_	quarrels	quarrel	_	0
_	quarters	quarter	_	1
_	quashes	quash	_	0
_	quells	quell	_	0
_	quenches	quench	_	0
_	queries	query	_	0
_	questions	question	_	1
_	queues	queue	_	0
_	quickens	quicken	_	0
_	quiets	quiet	_	0
_	quips	quip	_	0
_	quits	quit	_	0
_	quivers	quiver	_	0
_	quizes	quiz	_	0
_	quotes	quote	_	1
_	races	race	_	1
_	racks	rack	_	1
_	radiates	radiate	_	0
_	rages	rage	_	0
_	raids	raid	_	1
_	rains	rain	_	1
_	raises	raise	_	1
_	rakes	rake	_	0
_	rallies	rally	_	1
_	ramps	ramp	_	1
_	rams	ram	_	0
_	ranges	range	_	1
_	ranks	rank	_	1
_	ransacks	ransack	_	0
_	rants	rant	_	0
_	rates	rate	_	1
_	ratifies	ratify	_	0
_	rationalizes	rationalize	_	0
_	rations	ration	_	0
_	rats	rat	_	1
_	rattles	rattle	_	0
_	ravages	ravage	_	0
_	raves	rave	_	0
_	razes	raze	_	0
_	re-emerges	re-emerge	_	0
_	re-enters	re-enter	_	0
_	re-establishes	re-establish	_	0
_	re-evaluates	re-evaluate	_	0
_	re-examines	re-examine	_	0
_	reaches	reach	_	1
_	reacts	react	_	1
_	readmits	readmit	_	0
_	reads	read	_	1
_	reaffirms	reaffirm	_	0
_	realigns	realign	_	0
_	realizes	realize	_	1
_	reappears	reappear	_	0
_	reappraises	reappraise	_	0
_	reaps	reap	_	0
_	rearms	rearm	_	0
_	rearranges	rearrange	_	0
_	rears	rear	_	0
_	reasons	reason	_	1
_	reassembles	reassemble	_	0
_	reasserts	reassert	_	0
_	reassesses	reassess	_	0
_	reassumes	reassume	_	0
_	reassures	reassure	_	0
_	reauthorizes	reauthorize	_	0
_	rebels	rebel	_	1
_	rebounds	rebound	_	1
_	rebuffs	rebuff	_	0
_	rebuilds	rebuild	_	0
_	rebukes	rebuke	_	0
_	rebuts	rebut	_	0
_	recalls	recall	_	1
_	recaptures	recapture	_	0
_	recedes	recede	_	0
_	receives	receive	_	1
_	recesses	recess	_	0
_	recharges	recharge	_	0
_	reciprocates	reciprocate	_	0
_	recites	recite	_	0
_	reckons	reckon	_	0
_	reclaims	reclaim	_	0
_	reclines	recline	_	0
_	recognizes	recognize	_	1
_	recoils	recoil	_	0
_	recollects	recollect	_	0
_	recommends	recommend	_	1
_	reconciles	reconcile	_	0
_	reconfigures	reconfigure	_	0
_	reconnects	reconnect	_	0
_	reconsiders	reconsider	_	0
_	reconstitutes	reconstitute	_	0
_	reconstructs	reconstruct	_	0
_	reconvenes	reconvene	_	0
_	records	record	_	1
_	recounts	recount	_	0
_	recoups	recoup	_	0
_	recovers	recover	_	0
_	recrafts	recraft	_	0
_	recreates	recreate	_	0
_	recruits	recruit	_	1
_	rectifies	rectify	_	0
_	recycles	recycle	_	0
_	reddens	redden	_	0
_	redeems	redeem	_	0
_	redefines	redefine	_	0
_	redesigns	redesign	_	0
_	redevelops	redevelop	_	0
_	redials	redial	_	0
_	redirects	redirect	_	0
_	rediscovers	rediscover	_	0
_	redistributes	redistribute	_	0
_	redoes	redo	_	0
_	redounds	redound	_	0
_	redraws	redraw	_	0
_	reduces	reduce	_	1
_	reels	reel	_	0
_	reestablishes	reestablish	_	0
_	references	reference	_	1
_	refers	refer	_	1
_	refills	refill	_	0
_	refinances	refinance	_	0
_	refines	refine	_	0
_	reflects	reflect	_	1
_	refocuses	refocus	_	0
_	refocuseses	refocuses	_	0
_	reforms	reform	_	1
_	refrains	refrain	_	0
_	refreshes	refresh	_	0
_	refrigerates	refrigerate	_	0
_	refunds	refund	_	0
_	refurbishes	refurbish	_	0
_	refuses	refuse	_	1
_	refutes	refute	_	0
_	regains	regain	_	0
_	regards	regard	_	1
_	regenerates	regenerate	_	0
_	registers	register	_	1
_	regrets	regret	_	1
_	regroups	regroup	_	0
_	regulates	regulate	_	1
_	rehabilitates	rehabilitate	_	0
_	rehearses	rehearse	_	0
_	reignites	reignite	_	0
_	reigns	reign	_	0
_	reimburses	reimburse	_	0
_	reimposes	reimpose	_	0
_	reinforces	reinforce	_	0
_	reins	rein	_	1
_	reinstates	reinstate	_	0
_	reinterprets	reinterpret	_	0
_	reintroduces	reintroduce	_	0
_	reinvents	reinvent	_	0
_	reinvests	reinvest	_	0
_	reinvigorates	reinvigorate	_	0
_	reissues	reissue	_	0
_	reiterates	reiterate	_	0
_	rejects	reject	_	1
_	rejoices	rejoice	_	0
_	rejoins	rejoin	_	0
_	rejuvenates	rejuvenate	_	0
_	rekindles	rekindle	_	0
_	relapses	relapse	_	0
_	relates	relate	_	1
_	relaunches	relaunch	_	0
_	relaxes	relax	_	0
_	relays	relay	_	0
_	releases	release	_	1
_	relegates	relegate	_	0
_	relents	relent	_	0
_	relies	rely	_	1
_	relieves	relieve	_	0
_	relinquishes	relinquish	_	0
_	relishes	relish	_	0
_	relocates	relocate	_	0
_	remains	remain	_	1
_	remakes	remake	_	0
_	remands	remand	_	0
_	remarks	remark	_	1
_	remedies	remedy	_	0
_	remembers	remember	_	1
_	reminds	remind	_	1
_	remits	remit	_	0
_	removes	remove	_	1
_	renames	rename	_	0
_	renders	render	_	0
_	reneges	renege	_	0
_	renegotiates	renegotiate	_	0
_	renews	renew	_	0
_	renounces	renounce	_	0
_	renovates	renovate	_	0
_	rents	rent	_	1
_	reopens	reopen	_	0
_	reorganizes	reorganize	_	0
_	repairs	repair	_	1
_	repatriates	repatriate	_	0
_	repays	repay	_	0
_	repeals	repeal	_	0
_	repeats	repeat	_	1
_	repels	repel	_	0
_	replaces	replace	_	1
_	replasters	replaster	_	0
_	replenishes	replenish	_	0
_	replicates	replicate	_	0
_	replies	reply	_	1
_	reponds	repond	_	0
_	reports	report	_	1
_	repositions	reposition	_	0
_	repossesses	repossess	_	0
_	represents	represent	_	1
_	represses	repress	_	0
_	reprieves	reprieve	_	0
_	reprimands	reprimand	_	0
_	reprints	reprint	_	0
_	reproaches	reproach	_	0
_	reproduces	reproduce	_	0
_	reprograms	reprogram	_	0
_	repulses	repulse	_	0
_	repurchases	repurchase	_	0
_	reputes	repute	_	0
_	requests	request	_	1
_	requires	require	_	1
_	requisitions	requisition	_	0
_	rereads	reread	_	0
_	reschedules	reschedule	_	0
_	rescinds	rescind	_	0
_	rescues	rescue	_	0
_	researches	research	_	0
_	resells	resell	_	0
_	resembles	resemble	_	1
_	resents	resent	_	0
_	reserves	reserve	_	1
_	resets	reset	_	0
_	reshapes	reshape	_	0
_	reshuffles	reshuffle	_	0
_	resides	reside	_	1
_	resigns	resign	_	0
_	resists	resist	_	0
_	resolves	resolve	_	0
_	resorts	resort	_	1
_	respects	respect	_	1
_	responds	respond	_	1
_	restarts	restart	_	0
_	restates	restate	_	0
_	restores	restore	_	0
_	restrains	restrain	_	0
_	restricts	restrict	_	0
_	restructures	restructure	_	0
_	rests	rest	_	1
_	results	result	_	1
_	resumes	resume	_	0
_	resurfaces	resurface	_	0
_	resurrects	resurrect	_	0
_	retails	retail	_	0
_	retains	retain	_	1
_	retakes	retake	_	0
_	retaliates	retaliate	_	0
_	reteaches	reteach	_	0
_	retells	retell	_	0
_	rethinks	rethink	_	0
_	retires	retire	_	0
_	retorts	retort	_	0
_	retraces	retrace	_	0
_	retracts	retract	_	0
_	retreats	retreat	_	0
_	retries	retry	_	0
_	retrieves	retrieve	_	0
_	retrofits	retrofit	_	0
_	returns	return	_	1
_	reunites	reunite	_	0
_	reuses	reuse	_	0
_	revamps	revamp	_	0
_	reveals	reveal	_	1
_	revels	revel	_	0
_	reverberates	reverberate	_	0
_	reveres	revere	_	0
_	reverses	reverse	_	0
_	reverts	revert	_	0
_	reviews	review	_	1
_	reviles	revile	_	0
_	revises	revise	_	0
_	revisits	revisit	_	0
_	revives	revive	_	0
_	revokes	revoke	_	0
_	revolts	revolt	_	0
_	revolutionizes	revolutionize	_	0
_	revolves	revolve	_	0
_	revs	rev	_	0
_	rewards	reward	_	1
_	reworks	rework	_	0
_	rewrites	rewrite	_	0
_	rhymes	rhyme	_	0
_	ribs	rib	_	1
_	riddles	riddle	_	0
_	rides	ride	_	1
_	ridicules	ridicule	_	0
_	rids	rid	_	0
_	rights	right	_	1
_	rigs	rig	_	0
_	rings	ring	_	1
_	rinses	rinse	_	0
_	ripples	ripple	_	0
_	rips	rip	_	0
_	rises	rise	_	1
_	risks	risk	_	1
_	rivals	rival	_	1
_	rivets	rivet	_	0
_	roams	roam	_	0
_	roars	roar	_	0
_	roasts	roast	_	0
_	robs	rob	_	0
_	rockets	rocket	_	1
_	rocks	rock	_	1
_	roils	roil	_	0
_	rolls	roll	_	1
_	romps	romp	_	0
_	roosts	roost	_	0
_	roots	root	_	1
_	ropes	rope	_	1
_	rotates	rotate	_	0
_	rots	rot	_	0
_	rounds	round	_	1
_	rouses	rouse	_	0
_	routes	route	_	1
_	rows	row	_	1
_	rubber-stamps	rubber-stamp	_	0
_	rubs	rub	_	0
_	ruffles	ruffle	_	0
_	ruins	ruin	_	1
_	rules	rule	_	1
_	rumbles	rumble	_	0
_	rummages	rummage	_	0
_	rumples	rumple	_	0
_	runs	run	_	1
_	ruptures	rupture	_	0
_	rushes	rush	_	1
_	rustles	rustle	_	0
_	rusts	rust	_	0
_	sabotages	sabotage	_	0
_	sacks	sack	_	1
_	sacrifices	sacrifice	_	1
_	saddens	sadden	_	0
_	saddles	saddle	_	0
_	safeguards	safeguard	_	0
_	safeties	safety	_	0
_	sags	sag	_	0
_	sails	sail	_	1
_	salts	salt	_	1
_	salutes	salute	_	0
_	salvages	salvage	_	0
_	samples	sample	_	1
_	sanctions	sanction	_	0
_	sandwiches	sandwich	_	1
_	saps	sap	_	0
_	sasses	sass	_	0
_	satisfies	satisfy	_	0
_	saturates	saturate	_	0
_	saunters	saunter	_	0
_	saves	save	_	1
_	savors	savor	_	0
_	saws	saw	_	0
_	says	say	_	1
_	scalds	scald	_	0
_	scales	scale	_	1
_	scampers	scamper	_	0
_	scans	scan	_	1
_	scapes	scape	_	0
_	scares	scare	_	1
_	scars	scar	_	1
_	scatters	scatter	_	0
_	scavenges	scavenge	_	0
_	scents	scent	_	0
_	schedules	schedule	_	1
_	schools	school	_	1
_	scoffs	scoff	_	0
_	scolds	scold	_	0
_	scoops	scoop	_	0
_	scorches	scorch	_	0
_	scores	score	_	1
_	scorns	scorn	_	0
_	scours	scour	_	0
_	scouts	scout	_	1
_	scowls	scowl	_	0
_	scrambles	scramble	_	0
_	scrapes	scrape	_	0
_	scraps	scrap	_	0
_	scratches	scratch	_	1
_	scrawls	scrawl	_	0
_	screams	scream	_	1
_	screeches	screech	_	0
_	screens	screen	_	1
_	screws	screw	_	0
_	scribbles	scribble	_	0
_	scrolls	scroll	_	1
_	scrubs	scrub	_	0
_	scrutinizes	scrutinize	_	0
_	sculpts	sculpt	_	0
_	scurries	scurry	_	0
_	scuttles	scuttle	_	0
_	seals	seal	_	1
_	searches	search	_	1
_	seasons	season	_	1
_	seats	seat	_	1
_	secludes	seclude	_	0
_	secretes	secrete	_	0
_	secures	secure	_	0
_	seduces	seduce	_	0
_	seeds	seed	_	1
_	seeks	seek	_	1
_	seems	seem	_	1
_	seeps	seep	_	0
_	sees	see	_	1
_	seethes	seethe	_	0
_	segments	segment	_	1
_	segregates	segregate	_	0
_	seizes	seize	_	0
_	selects	select	_	1
_	self-reinsures	self-reinsure	_	0
_	sells	sell	_	1
_	sends	send	_	1
_	senses	sense	_	1
_	sensitizes	sensitize	_	0
_	sentences	sentence	_	1
_	separates	separate	_	1
_	sequences	sequence	_	1
_	sequesters	sequester	_	0
_	serves	serve	_	1
_	services	service	_	1
_	sets	set	_	1
_	settles	settle	_	1
_	severs	sever	_	0
_	sews	sew	_	0
_	shades	shade	_	1
_	shadows	shadow	_	1
_	shakes	shake	_	1
_	shames	shame	_	0
_	shapes	shape	_	1
_	shares	share	_	1
_	sharpens	sharpen	_	0
_	shatters	shatter	_	0
_	shaves	shave	_	0
_	shears	shear	_	0
_	sheaths	sheath	_	0
_	sheds	shed	_	1
_	shells	shell	_	1
_	shelters	shelter	_	1
_	shelves	shelve	_	0
_	shepherds	shepherd	_	0
_	shields	shield	_	1
_	shies	shy	_	0
_	shifts	shift	_	1
_	shimmers	shimmer	_	0
_	shines	shine	_	0
_	ships	ship	_	1
_	shirks	shirk	_	0
_	shivers	shiver	_	0
_	shocks	shock	_	1
_	shoe-horns	shoe-horn	_	0
_	shoots	shoot	_	1
_	shops	shop	_	1
_	shores	shore	_	1
_	shorns	shorn	_	0
_	shortens	shorten	_	0
_	shorts	short	_	1
_	shoulders	shoulder	_	1
_	shouts	shout	_	1
_	shoves	shove	_	0
_	showers	shower	_	1
_	shows	show	_	1
_	shreds	shred	_	0
_	shrieks	shriek	_	0
_	shrinks	shrink	_	0
_	shrivels	shrivel	_	0
_	shrouds	shroud	_	0
_	shrugs	shrug	_	0
_	shudders	shudder	_	0
_	shuffles	shuffle	_	0
_	shuns	shun	_	0
_	shunts	shunt	_	0
_	shuts	shut	_	0
_	shutters	shutter	_	0
_	sickens	sicken	_	0
_	sidelines	sideline	_	0
_	sides	side	_	1
_	sidetracks	sidetrack	_	0
_	sidles	sidle	_	0
_	sifts	sift	_	0
_	sighs	sigh	_	0
_	sights	sight	_	1
_	signals	signal	_	1
_	signifies	signify	_	0
_	signs	sign	_	1
_	silences	silence	_	0
_	silhouettes	silhouette	_	0
_	simplifies	simplify	_	0
_	simulates	simulate	_	0
_	singes	singe	_	0
_	singles	single	_	1
_	sings	sing	_	1
_	sinks	sink	_	1
_	sips	sip	_	0
_	sires	sire	_	0
_	sits	sit	_	1
_	situates	situate	_	0
_	sizes	size	_	1
_	sketches	sketch	_	1
_	skews	skew	_	0
_	skids	skid	_	0
_	skims	skim	_	0
_	skins	skin	_	1
_	skippers	skipper	_	0
_	skips	skip	_	0
_	skirts	skirt	_	1
_	skis	ski	_	0
_	slackens	slacken	_	0
_	slacks	slack	_	0
_	slam-dunks	slam-dunk	_	0
_	slams	slam	_	1
_	slants	slant	_	0
_	slaps	slap	_	0
_	slashes	slash	_	0
_	slates	slate	_	0
_	slaughters	slaughter	_	0
_	slays	slay	_	0
_	sleeps	sleep	_	1
_	slices	slice	_	1
_	slides	slide	_	1
_	slings	sling	_	0
_	slinks	slink	_	0
_	slips	slip	_	1
_	slithers	slither	_	0
_	slits	slit	_	0
_	slogs	slog	_	0
_	slopes	slope	_	1
_	slouches	slouch	_	0
_	slows	slow	_	0
_	slugs	slug	_	0
_	slumps	slump	_	0
_	slurs	slur	_	0
_	smacks	smack	_	0
_	smashes	smash	_	0
_	smears	smear	_	0
_	smells	smell	_	1
_	smiles	smile	_	1
_	smirks	smirk	_	0
_	smokes	smoke	_	0
_	smooths	smooth	_	0
_	smothers	smother	_	0
_	smudges	smudge	_	0
_	smuggles	smuggle	_	0
_	snakes	snake	_	1
_	snaps	snap	_	1
_	snares	snare	_	0
_	snarls	snarl	_	0
_	snatches	snatch	_	0
_	sneaks	sneak	_	0
_	sneers	sneer	_	0
_	sneezes	sneeze	_	0
_	snickers	snicker	_	0
_	sniffs	sniff	_	0
_	snoops	snoop	_	0
_	snores	snore	_	0
_	snorts	snort	_	0
_	snows	snow	_	0
_	snubs	snub	_	0
_	snuffs	snuff	_	0
_	snuggles	snuggle	_	0
_	soaks	soak	_	0
_	soars	soar	_	0
_	sobs	sob	_	0
_	socializes	socialize	_	0
_	socks	sock	_	1
_	softens	soften	_	0
_	soils	soil	_	1
_	solicits	solicit	_	0
_	solidifies	solidify	_	0
_	solves	solve	_	0
_	soothes	soothe	_	0
_	sooths	sooth	_	0
_	sorts	sort	_	1
_	sounds	sound	_	1
_	sours	sour	_	0
_	sows	sow	_	0
_	spaces	space	_	1
_	spans	span	_	1
_	spares	spare	_	0
_	sparkles	sparkle	_	0
_	sparks	spark	_	1
_	spatters	spatter	_	0
_	spawns	spawn	_	0
_	speaks	speak	_	1
_	spearheads	spearhead	_	0
_	spears	spear	_	1
_	specializes	specialize	_	0
_	specifies	specify	_	1
_	speckles	speckle	_	0
_	speculates	speculate	_	0
_	speeds	speed	_	1
_	spells	spell	_	1
_	spends	spend	_	1
_	spices	spice	_	1
_	spies	spy	_	1
_	spikes	spike	_	1
_	spills	spill	_	0
_	spins	spin	_	1
_	spirals	spiral	_	0
_	spirits	spirit	_	1
_	spites	spite	_	0
_	spits	spit	_	0
_	splashes	splash	_	0
_	splatters	splatter	_	0
_	splices	splice	_	0
_	splinters	splinter	_	0
_	splits	split	_	1
_	splutters	splutter	_	0
_	spoils	spoil	_	0
_	sponsors	sponsor	_	1
_	spoons	spoon	_	0
_	sports	sport	_	1
_	spotlights	spotlight	_	0
_	spots	spot	_	1
_	sprawls	sprawl	_	0
_	sprays	spray	_	0
_	spreads	spread	_	1
_	springs	spring	_	1
_	sprinkles	sprinkle	_	0
_	sprints	sprint	_	0
_	sprouts	sprout	_	0
_	spruces	spruce	_	0
_	spurns	spurn	_	0
_	spurs	spur	_	0
_	spurts	spurt	_	0
_	squanders	squander	_	0
_	squares	square	_	1
_	squashes	squash	_	0
_	squats	squat	_	0
_	squeaks	squeak	_	0
_	squeals	squeal	_	0
_	squeezes	squeeze	_	0
_	squints	squint	_	0
_	squirms	squirm	_	0
_	squirts	squirt	_	0
_	stabilizes	stabilize	_	0
_	stables	stable	_	0
_	stabs	stab	_	0
_	stacks	stack	_	1
_	staffs	staff	_	0
_	stages	stage	_	1
_	staggers	stagger	_	0
_	stains	stain	_	1
_	stakes	stake	_	1
_	stalks	stalk	_	0
_	stalls	stall	_	1
_	stammers	stammer	_	0
_	stampedes	stampede	_	0
_	stamps	stamp	_	1
_	stanches	stanch	_	0
_	standardizes	standardize	_	0
_	stands	stand	_	1
_	stares	stare	_	1
_	stars	star	_	1
_	startles	startle	_	0
_	starts	start	_	1
_	starves	starve	_	0
_	stashes	stash	_	0
_	states	state	_	1
_	stations	station	_	1
_	staunches	staunch	_	0
_	staves	stave	_	0
_	stays	stay	_	1
_	steadies	steady	_	0
_	steals	steal	_	1
_	steams	steam	_	0
_	steers	steer	_	0
_	stems	stem	_	1
_	steps	step	_	1
_	stereotypes	stereotype	_	0
_	sterilizes	sterilize	_	0
_	sticks	stick	_	1
_	stiffens	stiffen	_	0
_	stifles	stifle	_	0
_	stimulates	stimulate	_	0
_	stings	sting	_	0
_	stinks	stink	_	0
_	stipulates	stipulate	_	0
_	stirs	stir	_	0
_	stitches	stitch	_	1
_	stockpiles	stockpile	_	0
_	stocks	stock	_	1
_	stomaches	stomach	_	0
